subject,studyday,studyday_frac,performance,stress
58,1,0.79,2.0593434206117767,1.400989004296715
58,2,1.58,-0.45898105167585146,4.675294836265594
58,5,4.79,-0.12262027696322297,4.302875766842868
58,6,5.79,3.1742326084112236,4.680749876186509
58,7,6.38,-0.15686783591914658,3.49617292051027
58,8,7.38,-1.3290573558562253,5.023497816325344
58,9,8.79,-1.1408362306957258,3.7628180798735675
58,10,9.58,-1.427925652738485,3.6162649119990924
58,12,11.79,-0.17605104100270452,3.459058992998202
58,13,12.58,-7.434973866976231,6.330844893762294
59,1,0.79,4.747185128313433,6.196657134090421
59,2,1.38,15.364895490009236,2.2975912248374675
59,4,3.38,5.545811444639391,4.6558821308627865
59,5,4.38,-3.2825727081964877,6.117421704287171
59,7,6.38,-0.6665451388760577,4.448616122343066
59,8,7.38,-0.00505527932332317,4.206522686084874
59,9,8.79,1.6751046619659662,4.267663248140662
59,10,9.79,-1.6929095878791935,5.627175754661154
59,11,10.79,3.213237423143469,4.566750989232116
59,12,11.38,0.871542711371285,5.1892786527380315
59,13,12.79,-2.8767024858702173,5.040606843307868
59,14,13.38,-2.1235885458020833,5.019164170305385
60,3,2.38,5.598958325115462,2.8681830181852503
60,5,4.58,8.789474297166095,2.5560992581251387
60,7,6.58,3.0856891000723987,5.3383424476651955
60,8,7.79,-0.21647301381642015,4.565274656816027
60,10,9.79,5.453583295733642,3.6633842910287497
60,11,10.79,4.5972006323291374,3.668208451613563
60,12,11.38,4.739135093829154,3.7758965102383777
61,3,2.58,5.116087836280887,7.004244526412808
61,4,3.38,7.557064841920103,4.353904178106257
61,6,5.58,9.403733870396087,3.404106299751235
61,8,7.58,6.913470515689562,4.877623688255887
61,10,9.38,3.744065142361287,5.464415674756521
61,11,10.58,9.729093475620523,4.9458225057918614
61,12,11.58,9.144513141195242,4.290392038324412
61,13,12.58,0.17671921965058246,5.822595851327598
62,1,0.79,-11.104890658017167,7.077975133379398
62,2,1.38,-6.619827039330437,5.315307674617386
62,3,2.79,-12.754216111225862,7.486471379278203
62,4,3.79,-3.762892323687686,3.5618117231711333
62,5,4.58,-4.414909268619609,4.293034301135523
62,7,6.58,-3.9189281710445085,6.605402451162954
62,8,7.38,-2.234651775092861,4.565634727222085
62,10,9.79,1.4938416954214864,6.6372812958794
62,12,11.79,0.15356785307939846,4.45620384001603
62,14,13.58,0.47374899921266334,6.723876799624444
63,3,2.38,-2.692426244914352,4.24573900439066
63,4,3.38,-7.092536401937749,4.662649860511467
63,5,4.58,-8.933453794118485,5.130468179995957
63,6,5.38,-0.71135869023554,3.2087074696239464
63,8,7.58,-2.981072276286911,4.651284422966562
63,9,8.38,-4.215315215073741,4.72790542554869
63,10,9.58,-7.218140493609856,6.191606182685091
63,11,10.38,2.2143573004526584,3.443695624428014
63,12,11.38,-3.1143865954786616,6.238856299376041
63,13,12.79,0.7883179045259667,4.5893924026146085
63,14,13.58,1.092494897068602,4.259945934357678
64,2,1.38,0.7339581228195768,5.675317229298836
64,3,2.79,8.695272054969514,4.926949613010459
64,4,3.38,3.818464378336211,5.623198593960744
64,5,4.58,4.200294210479827,6.505174472512221
64,7,6.79,7.0091345419937,4.498322658246791
64,8,7.38,11.468779669722792,2.4602893230761107
64,9,8.38,4.938595652209101,3.950276324157993
64,10,9.38,5.3321569441109755,4.303983776591344
64,11,10.58,10.026647790477387,4.662019893491284
64,12,11.58,12.087837753357908,2.700174629936955
64,13,12.38,9.433440459542021,3.713040405565908
65,1,0.38,7.434420307129679,1.8361845331843436
65,2,1.58,8.113633061304853,2.1349932485109218
65,3,2.38,4.655641270198624,1.6370419021517515
65,5,4.79,-0.7141736571414699,1.7846135427252958
65,6,5.79,-4.340671704384973,4.518389089937927
65,7,6.38,0.9778108718540062,2.181295065359753
65,8,7.79,2.276524589132923,0.8433155894309021
65,9,8.58,0.8142128298535622,1.1127267638244602
65,10,9.38,-0.3189007166503375,2.4286191081773154
65,11,10.79,-0.842616948907618,4.637106686253619
65,12,11.79,1.3784352969423732,3.1290044851523504
65,13,12.79,4.850106162744478,0.8600603603785981
65,14,13.58,4.751428010860135,2.335321963286126
66,1,0.38,-1.779443929044883,3.662392317031088
66,4,3.58,3.207800456578889,3.2151839681737546
66,6,5.58,2.853643991489872,4.696953627623039
66,8,7.79,-5.819481395934024,7.519422981684545
66,10,9.79,-2.111517224998292,6.290366928009185
66,11,10.58,5.077764910182289,2.916641805638
66,12,11.58,3.1059422033248874,5.069842328729987
66,13,12.58,5.673388379472499,5.3219864274769515
66,14,13.79,0.7444612740685668,5.677641355366621
67,1,0.38,13.24011759117593,2.827012810772082
67,3,2.58,11.427784275759006,4.119091263043779
67,6,5.58,16.951724747312365,0.7764575734740211
67,7,6.79,8.657559023361896,3.2595080354768364
67,8,7.38,10.785732437153078,1.887360695654669
67,9,8.38,6.332593584862092,1.6907885591283303
67,10,9.58,5.52483547947368,3.5938505478746343
67,11,10.58,0.21849835136014084,4.837151324191604
67,12,11.79,0.7236270430827556,2.780902914004962
67,13,12.58,3.3258666516912943,3.2309768969068773
67,14,13.38,7.0994041854823315,1.7872992813870163
68,4,3.38,-8.462425226515329,7.032651275058761
68,5,4.79,-2.623051686913784,5.070800926384569
68,7,6.79,-3.5992122524951906,6.954885384209514
68,8,7.38,-4.480034620502481,8.511359929781918
68,10,9.58,-7.717300842948246,8.420076775635831
68,11,10.58,-5.735363217781016,6.5812692677161415
68,12,11.79,-6.736651014554375,6.904370862495442
69,1,0.38,1.3056939368569798,1.8197919283928083
69,2,1.79,2.9690875129259133,0.9937035642212728
69,5,4.79,-4.055754034819456,4.217927952504378
69,7,6.58,-0.5073722199609405,2.5490850429726803
69,8,7.79,-0.5076422214615902,3.5980019495643165
69,9,8.79,0.22734774235167787,4.260748212604603
69,10,9.38,-2.7008837677991036,5.2392587452384545
69,11,10.79,-3.264782312886378,5.043762414008501
69,13,12.79,0.3811294649483421,4.649485587821994
69,14,13.38,2.4154907186777486,3.088938891100745
70,1,0.79,-8.47052024047098,6.538442235589823
70,2,1.79,-4.715520665262671,4.18139569458366
70,3,2.38,-2.152695700992223,4.141941326256697
70,5,4.38,-2.0869667357378607,3.736607854014631
70,6,5.58,-6.043622673828126,5.26792987681525
70,10,9.79,-1.0936671529535449,5.951327561981263
70,11,10.58,-4.208243388174992,6.550311696036824
70,12,11.38,-2.1374700207637227,6.4652671844127205
70,13,12.79,-4.6081205725249825,5.423352120668572
71,1,0.38,-2.2511521672393515,5.394094709674722
71,5,4.79,2.012794474452418,5.80027740094477
71,8,7.58,-6.307111531163655,6.44328941454622
71,9,8.38,-10.0044588937199,7.118128580820403
71,10,9.79,-3.1821846328527994,4.991226887716151
71,11,10.79,-0.6381919652516282,4.418943256286797
71,12,11.79,3.2450081841431406,3.436398467311555
71,13,12.79,-0.59726982757449,4.206860550061682
71,14,13.58,-5.843564021351829,4.913913016858687
72,1,0.58,-3.239430276706461,4.332930521519101
72,4,3.58,1.0565043401516183,5.306492082341859
72,5,4.38,3.591102872647528,4.009693558394521
72,7,6.58,-3.7097215405706496,4.667516464266171
72,9,8.79,1.4487146212490007,3.7713322928863735
72,10,9.58,2.8819779707432533,3.671330547443028
72,11,10.58,-1.364057109482881,4.607330526391672
72,13,12.38,0.46678110346980795,3.3430009889766064
72,14,13.79,0.1546651051757424,4.145534942921027
73,2,1.38,-9.024149168474446,9.936754445666574
73,3,2.58,-1.3912463867041611,7.243204357240678
73,4,3.58,0.04014461643045264,6.277141482970709
73,7,6.79,-0.5423785538069529,6.958405656552627
73,8,7.58,-6.389340510063176,7.851690602461067
73,9,8.38,-4.262494694935772,7.386100478702702
73,13,12.58,-1.4109616479384282,6.768605670962013
73,14,13.79,5.815735033959955,5.305173845748313
74,1,0.79,-6.556568174840967,3.3888370160477
74,2,1.79,-2.712504200117339,5.109361149342302
74,4,3.79,-3.6663306431296294,3.8522910560028354
74,5,4.58,-7.916308245212963,4.190849265698417
74,6,5.58,-5.421703427264813,3.8121301945971107
74,9,8.79,0.4134974561490943,4.444871138152986
74,11,10.38,-6.761250329764264,5.959993074552233
74,12,11.58,-2.179952013270601,4.368994359832385
74,13,12.58,4.165392042731471,1.9464279790113068
74,14,13.58,-4.4842772091722924,4.129017567363805
75,1,0.79,-0.0661550261079045,5.175491190442659
75,3,2.58,1.0018686648412916,5.791985583120392
75,6,5.38,9.050158449638417,4.89589536014423
75,7,6.58,0.41762116349074496,7.165595717339369
75,9,8.38,1.8280580969012667,5.653644156029485
75,12,11.79,-2.134535712196688,6.288316255406939
75,13,12.38,4.144273212478327,5.137488131121808
75,14,13.79,-8.369410181334182,8.614186839351724
76,1,0.58,0.04996379912796467,3.3682153170587257
76,2,1.38,-2.045066225519931,4.071710970355129
76,3,2.58,-1.123561956918893,3.137665358680385
76,4,3.38,0.4648037861316032,2.925355396706014
76,5,4.79,2.3013856878744527,3.6007612829230387
76,6,5.79,-2.7044271755697804,5.031263613536366
76,7,6.58,3.8684553467157414,5.4072105834186965
76,11,10.38,6.854906197030809,3.3300740900728876
76,12,11.79,9.303761823119263,3.560505964118822
76,14,13.58,2.0872810151010905,4.923734793953681
77,1,0.79,-20.57564430278265,10.028123215445003
77,2,1.38,-14.61259623344399,7.728404775681958
77,3,2.79,-12.830387016769603,7.995690115081909
77,4,3.58,-19.29157109042389,9.602211697823414
77,5,4.38,-12.859023602809332,8.637187316349454
77,6,5.58,-9.690628148719528,7.117276977445849
77,7,6.79,-16.342574682825113,9.126898800063971
77,8,7.79,-3.9313290646603267,4.8596456547030815
77,9,8.58,-16.70415730279272,9.290359615994465
77,10,9.58,-12.228032626124733,8.76686406344868
77,11,10.79,-18.212648875754088,8.813668656736816
77,12,11.38,-21.469002495427354,8.93185633604448
77,13,12.38,-18.1917952561002,7.764301538589493
77,14,13.38,-19.000672048142462,8.088878014749005
78,2,1.79,5.2656580738252305,4.959530128220087
78,3,2.79,6.1709799743345535,4.387261293078422
78,5,4.58,1.5620553964898076,6.78011652760633
78,6,5.58,7.250288300300516,4.762356663652235
78,8,7.58,-1.350606387222557,7.646892665359918
78,9,8.38,-5.812412797758787,7.477690252014886
78,10,9.58,-1.2292033537540328,5.7146550433430106
78,11,10.58,-1.493046640370892,6.237217846814479
78,14,13.58,-6.85751909603617,7.829515560963044
79,1,0.38,7.218334928246881,4.605609220906418
79,3,2.58,-1.7552481189471827,5.234457990842394
79,4,3.38,2.4745047372677673,5.346370653225988
79,5,4.58,7.486940915757867,6.135684422352936
79,7,6.38,14.470323807864368,4.099916090095092
79,8,7.79,13.85963437547619,4.611905825531011
79,10,9.58,5.699952432467189,3.898485461004814
79,11,10.58,7.483748566884078,2.8225124929803744
79,12,11.79,13.125326891030197,1.8277981738854807
79,13,12.79,8.075847283549738,3.56500188770262
79,14,13.79,10.28676266844733,4.55683104541389
80,1,0.58,-2.8827342584117712,5.355168192263978
80,2,1.38,-5.815076376782763,6.132184012224486
80,3,2.38,0.006296152865795435,6.380698568622796
80,5,4.58,-5.495663421405421,7.434367419968288
80,7,6.79,8.29449075285471,3.9914550340567625
80,8,7.79,-9.403759692518182,8.783202770596224
80,9,8.38,-3.6387345371001723,6.316976738504985
80,11,10.58,-9.685591153043358,7.345776693177397
80,12,11.38,5.023396547789208,4.030083908402029
80,13,12.38,-9.519054809706805,8.045863238457589
80,14,13.79,-0.31747934389460974,6.293759895288346
81,1,0.58,2.4038570946528015,2.6629091421637487
81,2,1.58,4.787889578273054,2.533745228796195
81,4,3.79,4.288298199349104,3.149848962282867
81,5,4.58,5.46632554611093,2.2835300361377104
81,6,5.38,2.317217569226931,2.47950467927543
81,7,6.79,2.5489508393998856,1.0951169046510638
81,8,7.38,-5.943942427100507,2.964864051672958
81,9,8.58,-3.423589606740341,2.1039878538200085
81,10,9.58,-1.082534508505908,1.8163013586156784
81,12,11.38,1.3884593467517274,2.391393919579874
81,13,12.38,-2.1671189422031945,4.219314448293005
81,14,13.79,3.064836350668313,2.4798138549480764
82,1,0.79,-7.7381715117514815,9.21523080139803
82,4,3.58,2.7462373908063586,9.868488188333153
82,5,4.58,10.177064769913745,5.386448945529255
82,7,6.79,5.054605389778334,6.574585643580628
82,8,7.58,0.4060439477739912,7.150031582909874
82,9,8.58,6.196730801778613,6.381679460433979
82,11,10.58,-0.9077784446445256,8.890861760235419
82,12,11.38,-1.618611734126072,7.448607616314126
82,13,12.58,5.5779972510584255,6.268852353845729
82,14,13.38,5.412128052535954,6.648895868765681
83,1,0.79,8.38496103166017,1.9631684442055533
83,2,1.38,9.667897085880911,2.688077375232717
83,3,2.38,2.256012288863676,4.574895024302119
83,5,4.38,11.440881189524259,2.120681946828808
83,6,5.38,7.72792847124456,4.00641736386862
83,7,6.79,12.518394613699897,2.9621197019757997
83,8,7.58,17.303075118070034,1.2918555817307231
83,11,10.38,9.361587156907815,2.3243749795785624
83,13,12.79,11.52686224412334,1.274105881347386
84,3,2.79,1.4418257689071883,4.931761932678907
84,5,4.58,6.990248864413806,2.9648072727462695
84,6,5.58,8.692061933912855,2.836522149891328
84,7,6.58,10.932209336590557,2.6821196344670946
84,8,7.38,9.077441065141029,2.9558859864316043
84,11,10.79,12.856746964771517,2.3149666692729953
84,12,11.38,12.420348198415711,2.1920691755956625
84,13,12.58,14.398683140631867,1.601855319026498
84,14,13.58,11.21008980554171,2.4505637298728895
85,1,0.58,5.851685446640885,4.79376634044639
85,4,3.58,3.1680806623918034,3.765686682463917
85,6,5.58,0.9877759928208553,5.09102040483451
85,7,6.38,4.382970516865555,3.3227395346539375
85,9,8.79,0.5230933332355441,5.2092190766563835
85,10,9.38,3.1072860802518973,4.838248779386961
85,11,10.38,4.152857668670004,6.0066874058924995
85,12,11.58,10.911548881286526,4.92385821387055
86,2,1.58,-1.7878063261272799,6.911781913094779
86,3,2.58,-4.925236639326182,8.002220236837173
86,4,3.38,-1.221622222360357,6.665057101398455
86,5,4.38,-3.486774419549361,7.310703649909215
86,6,5.58,0.941340322009699,5.864508648552152
86,7,6.38,2.776694639316841,5.6228716611800715
86,8,7.58,5.642317662491095,5.929543345644732
86,9,8.79,5.5215816128958934,5.155257719473015
86,11,10.79,-4.216558747469727,6.4849620240747035
86,12,11.38,-5.168157789993599,6.575360950969152
86,13,12.58,1.7420216094448704,5.073249635432384
86,14,13.79,-0.46062796447081567,6.2103743292235665
87,1,0.38,2.0771271298300205,5.46148599335349
87,2,1.79,4.4771257017457105,4.276174968311782
87,8,7.58,13.282591082658985,3.7247048130573273
87,9,8.79,10.626940900454496,5.117917237820363
87,10,9.79,15.097189265393466,3.354227429999847
87,12,11.38,7.937109788542845,6.470532668270065
87,13,12.79,7.6163714000656935,4.832071380102697
87,14,13.58,11.983711093628068,3.763981507679137
88,1,0.58,8.534732469369898,3.3160723592512436
88,4,3.79,-0.10580192627613982,4.748132565181978
88,5,4.38,3.148545466917274,3.5085222081848824
88,7,6.38,5.644595985700249,3.744201758310677
88,10,9.58,7.774370320840846,4.582765260643241
88,11,10.58,6.6877204550801,4.978237734950883
88,13,12.38,8.352822376571662,3.367428023019823
89,1,0.79,-0.537465166351645,7.3843443501952395
89,2,1.58,-0.3407570474150021,6.7164695480377015
89,3,2.38,-4.831889846946657,7.031051843844982
89,4,3.79,-6.599676800804831,7.135339737762838
89,5,4.79,-6.507767828568683,7.344074964493551
89,6,5.38,-6.522585649223437,7.014662932209146
89,8,7.38,-2.747845861269947,6.30469846488984
89,9,8.58,-1.0508347953633879,7.167316225938974
89,10,9.58,-0.3655913512322131,6.990580732546805
89,11,10.38,1.7870535172754116,7.250014973086245
89,12,11.38,0.24342739268607516,6.403479582363398
89,13,12.58,0.9198056898292473,7.11776009590855
90,1,0.58,-5.908434418740784,8.247360667346989
90,4,3.38,-6.794970603977627,8.882121674479917
90,5,4.38,-7.54535534062447,7.59547192101661
90,7,6.58,-16.330311578561812,10.89582830731424
90,9,8.38,-6.593857601267734,8.803512584751855
90,10,9.58,-5.946855195399701,8.494753140354616
90,11,10.38,-3.74225392431362,7.1223979063078104
90,12,11.79,-7.445109611175765,8.519320573944876
91,1,0.38,9.880315124671869,2.3206593363570382
91,2,1.58,9.93051602606831,2.396323324816266
91,6,5.79,7.841198492400367,1.9602115976379442
91,7,6.38,9.3940290726878235,1.9093699774945083
91,8,7.79,12.569535598026281,2.5563927156653565
91,9,8.79,17.310970816192288,3.1065551017939885
91,10,9.79,12.399710697323677,1.2924558849879113
91,11,10.58,9.451827870692977,1.815596182245776
91,13,12.79,12.324153591385548,0.8703611815693448
92,1,0.79,-5.740385662399046,6.636346821326489
92,3,2.38,-0.7693200739276833,5.810242976135772
92,4,3.58,-3.507582629524533,6.41487228367323
92,6,5.58,-13.514405292237514,8.479924257832405
92,7,6.38,-9.816648645096718,8.278099000292086
92,9,8.58,-6.619575185147811,6.610436614023021
92,10,9.38,-10.004941485040913,7.4789195354558204
92,11,10.38,-9.207469580752353,7.4803362584897375
92,12,11.38,-14.176925423213763,9.738644256639205
92,13,12.58,0.3722734195511108,5.70721162005613
93,1,0.58,18.811572551735715,3.9311262556696867
93,5,4.79,12.7838006141003,4.581260759035952
93,8,7.58,16.10934786894525,3.3502809554098185
93,9,8.38,13.518450121220276,4.246117413031428
93,11,10.38,13.41289244810121,3.1233673496205485
93,12,11.79,9.921515674559206,4.0686085957026235
93,13,12.38,10.797096051870199,5.470167154446737
93,14,13.58,15.984582459143311,4.28157937511568
94,1,0.58,-0.625417763486599,6.558153927790452
94,3,2.79,1.0870837094350994,6.36568872506897
94,4,3.38,1.6638513307195655,5.328908041656913
94,7,6.58,4.426922863472868,3.707686820485244
94,9,8.79,-2.167446437863876,6.878180898564422
94,10,9.58,2.0877028628844783,5.326847023451336
94,11,10.58,8.687536370213325,3.2839048264268085
94,12,11.79,0.5208533854061008,6.243783778392108
94,13,12.58,1.627069622963629,5.181151931725004
94,14,13.58,-2.8313916299303097,6.490138971769948
95,1,0.58,0.25613771525885864,1.850384880388417
95,4,3.79,-0.8902678709697323,2.386836797313071
95,5,4.58,-0.502674534332495,3.453358071846317
95,6,5.79,2.5630231364457257,1.0580256408662434
95,7,6.38,0.6998003615578996,3.087995559842758
95,8,7.38,5.058259297698649,2.1038291610014186
95,9,8.58,4.620110741133505,1.5061237212487462
95,10,9.58,4.886847804124459,1.4724051614818872
95,11,10.58,3.569465723511811,1.6363878084457064
95,13,12.79,3.197628599082109,1.5111979704342833
95,14,13.38,4.142761544821491,0.6862237675827945
96,1,0.58,11.295776251720811,3.9049274741068523
96,2,1.79,2.1349616506770523,5.174253801019342
96,4,3.38,11.369563333754387,4.198749979494073
96,5,4.58,11.321670478931813,3.6943024859840885
96,6,5.58,13.400997187944675,5.150210688966808
96,7,6.38,14.020007441957599,3.520756257362292
96,8,7.38,8.856760376429639,3.7557075614483337
96,9,8.79,6.1729583667389445,4.905631374340263
96,10,9.58,8.13186025250922,3.9866139401090495
96,12,11.38,2.603557538939701,4.710944334531275
96,13,12.38,7.313956326280516,3.2454133394503524
96,14,13.79,8.63787581333641,3.845869701177422
97,1,0.79,-2.7665177942463144,4.740267767403376
97,2,1.58,1.6597460993916966,3.39715777564589
97,3,2.58,-1.0964918297272728,4.551845080043863
97,4,3.38,1.6922844261772951,2.315957296650209
97,6,5.79,4.886899477622882,2.4019199581818995
97,7,6.58,4.761896812482756,3.471540912095567
97,8,7.79,-0.6692430597880799,4.609691824192118
97,10,9.38,-1.0216447898105412,2.519406732759325
97,11,10.58,1.186418763511632,2.889099976192878
97,12,11.38,-1.8368465102197145,4.54459979393557
97,13,12.58,-0.9625479989787721,4.155263723172784
98,1,0.79,-3.3716840521634923,4.018735307460336
98,4,3.79,-5.775938221066674,4.123375575087663
98,5,4.58,-13.259084519252374,5.142108057113924
98,6,5.38,-18.751685840833048,6.454633864665148
98,7,6.38,-10.438840965463973,4.375055470346858
98,8,7.79,-12.427251451482915,4.88638876782045
98,9,8.58,-9.12366998567352,4.435272333723239
98,10,9.58,-4.049304539222732,4.861269497624279
98,11,10.79,-5.789473771040685,4.961042964104941
98,12,11.79,-7.063838184957202,4.400087793590802
98,13,12.38,-1.5193103252252946,4.721639937827561
98,14,13.79,-3.766290673640871,4.890431918863586
99,1,0.58,-8.070841050942215,5.004250118234042
99,3,2.38,-9.754452168544073,4.757263605607779
99,4,3.79,-1.9655727862930252,1.3803821690144886
99,5,4.58,-2.6949661709328776,2.670276958355054
99,6,5.38,-3.9577702296346535,6.421361178891751
99,7,6.38,-0.9627364913403182,4.384315986114313
99,9,8.79,-0.9913132378897846,1.1606284024212843
99,11,10.58,-4.820283101739926,3.760144318991175
99,12,11.38,-6.124883130679297,3.122055798647689
99,13,12.38,-13.244329979606793,5.079488264339378
100,1,0.38,1.6100183708569744,4.850215852005692
100,2,1.38,3.603833824783996,5.067626053202385
100,3,2.79,-0.7545378825670586,7.430335938357754
100,4,3.58,8.487518795398358,4.764412351355239
100,6,5.79,7.854480098675724,4.906643675439728
100,7,6.58,8.99891837001066,4.2326006535068394
100,8,7.79,4.196413612668648,4.445798247280003
100,9,8.58,4.216904940143948,3.97393154611129
100,10,9.38,0.8130755012644779,6.089840918521539
100,12,11.38,1.0893501107093628,4.978819102745466
