school,student,female,ses,math,puniv,public
93,4960,1,-1.566,62.3671,1,1
93,4961,1,-0.994,51.16,1,1
93,4962,1,0.608,58.18,1,1
93,4963,1,-1.142,62.3671,1,1
93,4964,1,0.176,59.04,1,1
93,4965,1,-1.616,40.61,1,1
93,4966,0,-0.765,62.3671,1,1
93,4967,1,-0.65,42.31,1,1
93,4968,0,-1.207,65.09,1,1
93,4969,1,-0.752,46.17,1,1
93,4970,0,-1.102,50.01,1,1
93,4971,1,-0.743,62.3671,1,1
93,4972,1,-0.283,51.57,1,1
93,4973,1,-0.402,62.3671,1,1
93,4974,1,-0.743,62.3671,1,1
93,4975,0,-0.796,49.17,1,1
93,4976,1,-0.373,62.3671,1,1
93,4977,0,-0.826,62.3671,1,1
93,4978,0,-1.851,35.83,1,1
93,4979,0,-0.394,66.74,1,1
93,4980,0,-0.665,34.3,1,1
93,4981,1,-1.315,60.4,1,1
93,4982,0,-1.566,62.3671,1,1
93,4983,0,-0.564,40.45,1,1
93,4984,0,-1.501,62.3671,1,1
93,4985,0,-0.484,62.3671,1,1
94,3288,0,1.408,61.6448,1,1
94,3298,0,0.077,61.645,1,1
94,3299,0,0.25,67.66,1,1
94,3300,1,-1.252,58.69,1,1
94,3301,1,0.94,61.645,1,1
94,3302,1,1.608,61.645,1,1
94,3303,1,-0.191,50.23,1,1
94,3304,0,0.381,52.15,1,1
94,3305,1,0.358,66.95,1,1
94,3306,1,0.666,72.64,1,1
94,3307,1,0.758,61.645,1,1
94,3308,0,-0.244,61.645,1,1
94,3309,1,1.132,49.17,1,1
95,652,1,0.962,50.69,1,1
95,653,0,0.077,62.28,1,1
95,654,1,-0.044,58.21,1,1
95,655,1,0.028,65.9,1,1
95,656,0,1.121,45.97,1,1
95,657,0,-0.305,54.47,1,1
95,658,1,0.78,69.39,1,1
95,659,0,1.134,60.5886,1,1
95,660,0,0.613,60.5886,1,1
95,661,1,0.356,48.8,1,1
95,662,1,0.165,58.74,1,1
95,663,0,0.997,60.5886,1,1
95,664,0,0.059,39.97,1,1
95,665,1,0.289,55.44,1,1
95,666,0,0.634,60.5886,1,1
95,667,1,1.185,60.5886,1,1
95,668,1,-0.7,53.27,1,1
95,669,1,-0.773,52.85,1,1
95,670,0,0.96,69.76,1,1
95,671,0,-0.319,60.5886,1,1
96,4176,1,0.279,62.2661,1,1
96,4177,0,-0.019,62.2661,1,1
96,4178,1,0.605,62.2661,1,1
96,4179,1,0.443,53.42,1,1
96,4180,0,-0.05,59.74,1,1
96,4181,0,0.303,56.64,1,1
96,4182,0,0.511,62.2661,1,1
96,4183,0,0.585,62.2661,1,1
96,4184,0,0.538,62.2661,1,1
96,4185,0,0.385,62.2661,1,1
96,4186,0,0.773,58.72,1,1
96,4187,1,-0.564,62.2661,1,1
97,3618,0,0.745,60.41,1,1
97,3619,1,0.799,61.8796,1,1
97,3656,0,0.134,61.8889,1,1
97,3657,1,0.732,61.8889,1,1
97,3658,1,1.21,63.61,1,1
97,3659,1,1.436,63.18,1,1
97,3660,0,0.413,61.8889,1,1
97,3661,0,0.477,51.49,1,1
97,3662,1,1.403,47.06,1,1
97,3663,1,1.099,67.66,1,1
97,3664,1,0.478,61.8889,1,1
97,3665,0,1.839,50.43,1,1
97,3666,1,0.656,61.8889,1,1
97,3667,1,1.207,61.8889,1,1
97,3668,1,0.885,64.49,1,1
97,3669,0,1.258,66.83,1,1
97,3670,0,0.933,68.68,1,1
97,3671,0,0.585,61.8889,1,1
97,3672,0,1.608,70.81,1,1
97,3673,0,0.812,72.25,1,1
98,2042,0,-1.352,66.94,1,1
98,2043,0,0.002,61.0753,1,1
98,2044,0,-0.681,54.49,1,1
98,2045,1,0.064,61.0753,1,1
98,2046,0,-0.568,61.0753,1,1
98,2047,0,0.875,61.0753,1,1
98,2048,0,-0.254,61.0753,1,1
98,2049,0,-1.3,61.0753,1,1
98,2050,1,-0.589,66.21,1,1
98,2051,0,0.997,41.32,1,1
98,2052,1,0.301,61.0753,1,1
98,2053,0,-0.162,58.49,1,1
98,2054,0,-0.651,56.88,1,1
98,2055,1,0.812,46.14,1,1
99,1218,1,-0.749,58.24,1,1
99,1219,1,-0.752,52.95,1,1
99,1220,1,0.019,52.37,1,1
99,1221,1,-0.042,55.09,1,1
99,1222,1,0.622,57.71,1,1
99,1223,1,-0.179,60.6011,1,1
99,1224,1,-0.87,60.6011,1,1
99,1225,0,-0.037,60.6011,1,1
99,1226,0,1.132,48.33,1,1
99,1227,1,-0.296,60.6011,1,1
99,1228,0,-0.683,60.6011,1,1
99,1229,0,-0.832,49.23,1,1
100,353,0,-0.172,60.5825,0.421052632,1
100,688,0,0.087,73.3,0.421052632,1
100,689,0,-0.618,60.589,0.421052632,1
100,690,0,0.151,64.86,0.421052632,1
100,691,1,-0.851,54.24,0.421052632,1
100,692,0,-0.203,44.05,0.421052632,1
100,693,0,-1.749,60.589,0.421052632,1
100,694,1,0.205,60.589,0.421052632,1
100,695,0,0.085,52.7,0.421052632,1
100,696,1,0.283,60.589,0.421052632,1
100,697,0,-0.156,73.93,0.421052632,1
100,698,0,-0.401,52.93,0.421052632,1
100,699,0,-0.499,60.589,0.421052632,1
100,700,0,-0.073,64.59,0.421052632,1
100,701,0,-0.551,65.54,0.421052632,1
100,702,1,-0.199,45.96,0.421052632,1
100,703,1,-0.958,35.93,0.421052632,1
100,704,1,1.035,60.589,0.421052632,1
100,705,1,-0.454,64.76,0.421052632,1
101,2267,1,0.58,61.0827,1,0
101,2660,0,1.06,61.0989,1,0
101,2678,1,-0.217,52.66,1,0
101,2679,1,-0.573,61.099,1,0
101,2680,0,0.093,38.98,1,0
101,2681,1,-0.382,61.099,1,0
101,2682,1,-0.08,61.099,1,0
101,2683,1,0.268,61.099,1,0
101,2684,1,0.166,61.099,1,0
101,2685,0,-0.593,54.27,1,0
101,2686,1,-0.377,39.66,1,0
101,2687,0,-0.65,56.19,1,0
101,2688,0,0.755,61.099,1,0
101,2689,1,-0.646,61.099,1,0
101,2690,0,0.683,61.099,1,0
101,2691,1,0.336,62.4,1,0
101,2692,0,-0.307,69.83,1,0
101,2693,0,0.688,61.099,1,0
101,2694,1,-1.352,43,1,0
102,6290,1,1.112,49.93,1,0
102,6291,1,1.112,62.5326,1,0
102,6292,0,0.37,65.83,1,0
102,6293,0,-1.609,45.22,1,0
102,6294,0,-1.609,40.24,1,0
102,6295,1,-0.084,67.39,1,0
102,6296,1,-0.321,65.51,1,0
102,6297,0,0.287,60.98,1,0
102,6298,1,-0.191,62.5326,1,0
102,6299,1,0.002,39.66,1,0
102,6300,1,0.627,62.5326,1,0
102,6301,1,0.941,61.64,1,0
102,6302,1,0.041,55.46,1,0
102,6303,1,-0.571,53.96,1,0
102,6304,1,-1.043,58.4,1,0
102,6305,0,-1.105,68.17,1,0
103,6081,0,0.434,76.21,1,0
103,6082,0,-0.341,73.76,1,0
103,6083,1,0.46,62.5167,1,0
103,6084,0,-0.037,70.07,1,0
103,6085,1,1.052,62.5167,1,0
103,6086,1,1.779,75.49,1,0
103,6087,0,1.059,61.37,1,0
103,6088,0,0.237,60.46,1,0
103,6089,0,1.059,69.19,1,0
103,6090,0,1.211,62.5167,1,0
103,6091,0,1.156,62.5167,1,0
103,6092,1,0.226,66.48,1,0
103,6093,0,0.867,77.87,1,0
104,4164,1,0.069,51.99,0.083333333,0
104,4165,1,1.186,63.65,0.083333333,0
104,4166,1,-0.577,51.01,0.083333333,0
104,4167,1,1.172,67.22,0.083333333,0
104,4168,1,-0.116,52.78,0.083333333,0
104,4169,1,1.154,68.37,0.083333333,0
104,4170,0,0.685,65.42,0.083333333,0
104,4171,0,0.233,44.78,0.083333333,0
104,4172,0,0.179,46.35,0.083333333,0
104,4173,0,0.982,52.01,0.083333333,0
104,4174,0,0.409,62.266,0.083333333,0
104,4175,0,1.131,70.77,0.083333333,0
105,744,1,0.758,60.5899,1,0
105,745,0,0.558,60.5899,1,0
105,746,0,-0.518,59.31,1,0
105,747,0,0.585,60.5899,1,0
105,748,0,-0.087,57.17,1,0
105,749,1,0.62,70.77,1,0
105,750,0,1.18,60.5899,1,0
105,751,0,0.184,60.5899,1,0
105,752,1,-0.377,59.66,1,0
105,753,1,-0.794,45.39,1,0
105,754,1,0.907,60.5899,1,0
105,755,0,-0.718,47.85,1,0
105,756,1,-0.448,60.59,1,0
105,757,0,0.207,66.21,1,0
105,758,1,0.11,60.59,1,0
105,759,0,0.735,60.59,1,0
106,2656,1,0.171,55.91,0.428571429,0
106,2657,0,-0.115,39.66,0.428571429,0
106,2658,0,0.458,45.35,0.428571429,0
106,2659,0,0.073,41.56,0.428571429,0
106,2661,0,0.359,42.63,0.428571429,0
106,2662,1,-1.582,61.0989,0.428571429,0
106,2663,1,-1.33,52.86,0.428571429,0
106,2664,1,-1.507,42.56,0.428571429,0
106,2665,1,-0.567,49.46,0.428571429,0
106,2666,0,-0.262,61.0989,0.428571429,0
106,2667,0,-0.595,61.0989,0.428571429,0
106,2668,1,0.165,61.0989,0.428571429,0
106,2669,1,-1.159,61.0989,0.428571429,0
106,2670,1,0.109,61.0989,0.428571429,0
106,2671,1,-0.171,42.36,0.428571429,0
106,2672,0,-1.029,46.06,0.428571429,0
106,2673,0,-0.105,61.0989,0.428571429,0
106,2674,1,-0.28,50.71,0.428571429,0
106,2675,0,-0.515,61.0989,0.428571429,0
106,2676,1,0.093,49.79,0.428571429,0
106,2677,0,-0.893,40.28,0.428571429,0
107,5685,0,0.706,71.32,1,0
107,5686,1,1.042,62.3874,1,0
107,5687,0,0.336,62.3874,1,0
107,5688,0,1.627,62.3874,1,0
107,5689,1,0.8,73.75,1,0
107,5690,1,1.779,75.3,1,0
107,5691,0,1.229,67.09,1,0
107,5692,1,1.705,62.3874,1,0
107,5693,0,-0.794,62.3874,1,0
107,5694,1,0.95,74.79,1,0
107,5695,0,1.246,49.04,1,0
107,5696,0,-0.377,62.3874,1,0
107,5697,0,1.154,75.73,1,0
107,5698,0,1.089,62.3874,1,0
107,5699,0,0.465,60.24,1,0
108,6043,1,1.255,62.5137,1,1
108,6044,1,0.319,52.41,1,1
108,6045,1,-0.162,54.59,1,1
108,6046,0,-0.623,62.5137,1,1
108,6047,0,0.56,59.84,1,1
108,6048,0,-1.48,62.5137,1,1
108,6049,1,-0.174,42.3,1,1
108,6050,0,0.34,50.12,1,1
108,6051,1,0.136,45.53,1,1
108,6052,1,-0.105,54.21,1,1
108,6053,0,0.094,62.5137,1,1
108,6054,0,-0.496,62.5137,1,1
108,6055,0,0.232,73.92,1,1
108,6056,1,-0.599,62.5137,1,1
108,6057,0,-0.297,62.5137,1,1
108,6058,0,1.478,62.5137,1,1
108,6059,0,-0.653,62.5137,1,1
109,6836,0,1.509,55.99,1,1
109,6837,0,1.057,62.8892,1,1
109,6838,0,1.779,62.8892,1,1
109,6839,1,1.649,73.08,1,1
109,6840,0,1.202,62.8892,1,1
109,6841,0,0.658,62.8892,1,1
109,6842,1,0.909,62.8892,1,1
109,6843,0,0.591,67.6,1,1
109,6844,1,0.933,62.8892,1,1
109,6845,1,0.788,59.21,1,1
109,6846,1,0.423,62.8892,1,1
109,6847,0,1.306,62.8892,1,1
109,6848,1,1.089,58.34,1,1
109,6849,0,-0.157,73.75,1,1
109,6850,1,1.434,62.8892,1,1
110,1688,0,-0.449,61.0528,0.333333333,1
110,1689,0,-1.332,61.0528,0.333333333,1
110,1690,0,-0.575,60.9,0.333333333,1
110,1691,0,0.414,51.28,0.333333333,1
110,1692,0,-1.279,61.0528,0.333333333,1
110,1693,1,0.984,61.0528,0.333333333,1
110,1694,1,-0.825,40.03,0.333333333,1
110,1695,1,-1.741,57.08,0.333333333,1
110,1696,0,-0.278,61.0528,0.333333333,1
110,1697,0,-0.536,45.41,0.333333333,1
110,1698,0,-0.596,51.1,0.333333333,1
110,1699,1,0.183,64.66,0.333333333,1
110,1700,1,-1.217,41.61,0.333333333,1
110,1701,0,0.002,59.87,0.333333333,1
110,1702,1,-1.085,54.39,0.333333333,1
111,5276,0,-1.463,53.19,1,1
111,5277,1,0.076,62.3757,1,1
111,5278,0,-0.356,58.41,1,1
111,5279,1,-1.078,65.24,1,1
111,5280,0,-0.777,63.9,1,1
111,5281,0,-0.526,62.3757,1,1
111,5282,1,0.112,62.3757,1,1
111,5283,1,0.245,68.55,1,1
111,5284,1,-0.366,35.72,1,1
111,5285,1,-0.292,72.69,1,1
111,5286,0,-1.08,56.3,1,1
111,5287,1,-0.967,45.88,1,1
111,5288,1,0.238,37.25,1,1
111,5289,0,-1.797,48.24,1,1
111,5290,0,-0.773,46.84,1,1
111,5291,1,-0.532,59.55,1,1
111,5292,0,-0.025,52.68,1,1
112,2085,0,0.96,46.01,1,1
112,2086,0,0.927,61.0765,1,1
112,2087,1,0.162,68.92,1,1
112,2088,0,-0.599,55.2,1,1
112,2089,0,0.269,55.3,1,1
112,2090,1,0.054,61.94,1,1
112,2091,1,-0.149,61.0766,1,1
112,2092,0,0.917,53.06,1,1
112,2093,1,0.982,64.46,1,1
112,2094,0,-1.581,47.01,1,1
112,2479,1,0.661,53.61,1,1
112,2480,1,0.316,61.0915,1,1
112,2481,0,0.509,56.57,1,1
112,2482,0,0.683,61.0915,1,1
112,2483,0,0.553,61.0915,1,1
112,2484,0,-0.02,61.0915,1,1
112,2485,1,0.564,68.38,1,1
112,2586,1,-1.384,61.0946,1,1
112,2587,1,0.382,58.88,1,1
112,2588,1,-0.405,56.79,1,1
112,2589,1,0.301,73.51,1,1
113,2561,0,0.26,74.97,1,1
113,2562,0,-0.119,61.0943,1,1
113,2563,0,-0.943,53.34,1,1
113,2564,1,0.982,61.0943,1,1
113,2565,0,-0.678,61.0943,1,1
113,2566,0,1.184,62.72,1,1
113,2567,1,-0.882,54.1,1,1
113,2568,0,0.583,54.91,1,1
113,2569,1,0.315,69.6,1,1
113,2570,1,0.702,50.4,1,1
113,2571,1,-0.317,61.0943,1,1
113,2572,0,-1.455,61.0943,1,1
113,2573,0,-0.143,46.82,1,1
113,2574,1,-0.542,51.3,1,1
113,2575,0,0.174,60.43,1,1
113,2576,1,-0.554,53.66,1,1
113,2577,0,1.309,61.0943,1,1
113,2578,1,0.509,61.0943,1,1
113,2579,0,-0.404,54.67,1,1
113,2580,1,-0.227,61.0944,1,1
113,2581,1,0.033,53.01,1,1
113,2582,1,0.634,61.0944,1,1
113,2583,1,0.226,61.0944,1,1
113,2584,1,0.226,66.28,1,1
113,2585,1,-0.313,61.0944,1,1
114,1942,0,-0.718,48.62,1,1
114,1943,0,0.36,50.92,1,1
114,1944,0,0.427,51.65,1,1
114,1945,0,-0.571,62.69,1,1
114,1946,0,-0.266,61.0721,1,1
114,1947,0,-0.668,61.0721,1,1
114,1948,1,0.772,46.17,1,1
114,1949,1,-0.591,47.33,1,1
114,1950,0,-0.343,61.0721,1,1
114,1951,1,0.26,53.48,1,1
114,1952,0,0.032,55.54,1,1
114,1953,0,1.262,56.33,1,1
114,1954,0,0.362,61.0721,1,1
114,1955,0,0.583,61.0721,1,1
115,3691,1,1.123,61.8953,1,1
115,3692,1,1.705,61.8953,1,1
115,3693,1,1.608,59.78,1,1
115,3694,0,0.881,61.8953,1,1
115,3695,0,0.535,61.8953,1,1
115,3696,0,1.51,61.8953,1,1
115,3697,1,1.381,62.49,1,1
115,3698,0,1.057,71.16,1,1
115,3699,1,0.88,61.8953,1,1
115,3700,1,1.077,57.49,1,1
115,3701,1,1.085,61.8953,1,1
115,3702,0,1.112,64.04,1,1
116,3982,1,-0.901,62.259,0.368421053,0
116,3983,0,-2.039,41.64,0.368421053,0
116,3984,1,-0.497,35.88,0.368421053,0
116,3985,1,-1.15,35.05,0.368421053,0
116,3986,0,-0.424,62.259,0.368421053,0
116,3987,1,-1.546,36.95,0.368421053,0
116,3988,0,-0.425,40.91,0.368421053,0
116,3989,1,0.549,53.59,0.368421053,0
116,3990,1,-0.039,62.259,0.368421053,0
116,3991,0,-0.815,45.86,0.368421053,0
116,3992,0,-1.53,34.54,0.368421053,0
116,3993,0,-1.151,62.259,0.368421053,0
116,3994,1,-0.298,42.54,0.368421053,0
116,3995,0,-0.841,40.2,0.368421053,0
116,3996,1,-0.548,62.259,0.368421053,0
116,3997,1,-2.226,40.08,0.368421053,0
116,3998,1,-1.59,37.44,0.368421053,0
116,3999,1,-0.62,39.52,0.368421053,0
116,4000,0,-0.2,42.45,0.368421053,0
117,3106,1,0.069,44.94,0.416666667,0
117,3107,0,-0.095,61.636,0.416666667,0
117,3108,0,-0.272,37.31,0.416666667,0
117,3109,1,-0.988,61.636,0.416666667,0
117,3110,0,-0.601,48.13,0.416666667,0
117,3111,1,-0.964,61.636,0.416666667,0
117,3112,0,-0.422,50.31,0.416666667,0
117,3113,1,0.325,61.636,0.416666667,0
117,3114,1,-0.227,61.11,0.416666667,0
117,3115,0,0.378,53.17,0.416666667,0
117,3528,0,-1.053,61.8382,0.416666667,0
117,3529,1,-0.056,46.12,0.416666667,0
118,115,0,-0.236,52.71,1,1
118,775,0,0.658,60.5907,1,1
118,776,0,0.035,60.5907,1,1
118,777,1,0.636,63.85,1,1
118,778,0,-0.358,60.5907,1,1
118,779,1,0.71,60.5907,1,1
118,780,1,-0.669,53.55,1,1
118,781,1,-0.171,60.5907,1,1
118,782,0,0.035,55.1,1,1
118,783,1,0.282,60.5907,1,1
118,784,0,-0.512,52.56,1,1
118,785,1,-1.404,60.5908,1,1
118,786,0,-1.003,40.01,1,1
119,973,0,-1.067,52.52,1,1
119,974,1,-1.578,60.5953,1,1
119,975,0,0.303,52.36,1,1
119,976,1,-0.162,60.5953,1,1
119,977,1,-1.33,60.5953,1,1
119,978,1,0.352,70.77,1,1
119,979,0,0.279,60.5953,1,1
119,980,1,0.143,55.88,1,1
119,981,0,-0.319,70.85,1,1
119,982,0,0.52,54.67,1,1
119,983,0,0.284,69.97,1,1
119,984,1,-0.118,60.5953,1,1
120,5293,1,0.399,62.3761,1,1
120,5294,1,0.154,62.3761,1,1
120,5295,0,0.561,62.3761,1,1
120,5296,0,0.301,62.3761,1,1
120,5297,0,1.224,60.26,1,1
120,5298,1,-0.338,62.3761,1,1
120,5299,1,0.753,79.35,1,1
120,5300,1,0.191,62.3761,1,1
120,5301,1,0.888,62.3761,1,1
120,5302,0,0.337,71.39,1,1
120,5303,1,0.728,62.3761,1,1
120,5304,1,0.131,55.02,1,1
120,5305,0,0.854,62.3761,1,1
120,5306,0,0.207,62.3761,1,1
120,5307,0,-0.036,57.01,1,1
120,5308,0,0.054,60.97,1,1
120,5309,0,0.484,62.3761,1,1
121,1361,1,0.813,63.33,1,1
121,6748,1,0.212,56.82,1,1
121,6749,1,0.434,56.08,1,1
121,6750,0,0.002,66,1,1
121,6751,0,0.164,59.5,1,1
121,6752,1,0.348,45.62,1,1
121,6753,1,0.424,70.52,1,1
121,6754,0,0.105,49.35,1,1
121,6755,0,0.464,62.5657,1,1
121,6756,0,0.223,70.26,1,1
121,6757,1,-0.161,54.53,1,1
121,6758,0,0.456,55.67,1,1
121,6759,1,-1.11,54.59,1,1
121,6760,0,0.158,62.5657,1,1
121,6761,1,-0.181,45.36,1,1
121,6762,1,0.077,59.17,1,1
122,1616,0,-0.169,59.06,1,1
122,1617,0,0.226,37.4,1,1
122,1618,1,-0.672,48.81,1,1
122,1619,1,0.613,59.66,1,1
122,1620,0,0.586,61.0492,1,1
122,1621,1,0.336,48.63,1,1
122,1622,1,0.001,47.15,1,1
122,1623,0,-0.475,61.0492,1,1
122,1624,1,-0.011,50.75,1,1
122,1625,0,0.702,52.01,1,1
122,1626,1,0.646,63.55,1,1
122,1627,1,0.163,43.47,1,1
122,2383,1,-0.575,50.03,1,1
123,152,1,0.759,64.18,1,1
123,157,0,0.075,50.9,1,1
123,159,1,0.578,47.02,1,1
123,160,1,-0.993,60.5793,1,1
123,165,0,0.433,60.5793,1,1
123,168,1,0.178,67.4,1,1
123,626,1,-0.384,60.5878,1,1
123,627,1,0.453,60.5878,1,1
123,628,0,-0.216,45.6,1,1
123,629,1,0.274,52.89,1,1
123,630,0,-0.095,51.54,1,1
123,631,0,-0.493,60.5878,1,1
123,632,1,-0.142,60.5878,1,1
123,633,1,0.982,75.88,1,1
123,634,1,-0.175,45.79,1,1
123,635,0,0.122,63.07,1,1
123,636,0,0.984,60.5878,1,1
123,637,0,0.17,60.5878,1,1
124,4352,1,-0.303,62.2713,1,1
124,4353,0,0.827,58.2,1,1
124,4354,1,-0.696,62.2713,1,1
124,4355,1,-0.198,70.27,1,1
124,4356,1,-0.162,53.98,1,1
124,4357,0,-1.315,62.2713,1,1
124,4358,0,0.686,63.18,1,1
124,4359,0,-0.063,48.82,1,1
124,4360,0,-1.18,56.11,1,1
124,4361,1,0.378,68.61,1,1
124,4362,1,1.154,61.27,1,1
124,4363,1,0.314,54.05,1,1
124,4364,1,-0.69,62.2713,1,1
125,4135,1,-1.065,62.2655,0.352941176,1
125,4136,1,-1.206,62.2655,0.352941176,1
125,4137,1,1.458,75.72,0.352941176,1
125,4138,0,-1.092,62.21,0.352941176,1
125,4139,1,-0.222,62.2655,0.352941176,1
125,4140,0,-0.121,48.36,0.352941176,1
125,4141,1,-1,43.24,0.352941176,1
125,4142,1,0.216,62.2655,0.352941176,1
125,4143,0,-0.15,55.81,0.352941176,1
125,4144,1,-0.521,59.74,0.352941176,1
125,4145,0,-0.074,62.2655,0.352941176,1
125,4146,0,-0.967,48.12,0.352941176,1
125,4147,0,-0.243,59.8,0.352941176,1
125,4148,1,-0.764,57.88,0.352941176,1
125,4149,0,0.468,58.91,0.352941176,1
125,4150,1,-1.506,35.5,0.352941176,1
125,4151,0,-0.748,36.35,0.352941176,1
126,2498,1,0.052,61.0927,1,1
126,2499,0,0.385,54.68,1,1
126,2500,0,-1.247,61.0927,1,1
126,2501,1,-0.611,43.36,1,1
126,2502,0,-1.052,54.48,1,1
126,2503,0,-0.925,61.0927,1,1
126,2504,1,-0.925,46.54,1,1
126,2505,0,-0.75,61.0927,1,1
126,2506,0,-1.351,61.0927,1,1
126,2507,0,-1.104,61.0927,1,1
126,2508,0,-0.414,61.0927,1,1
126,2509,1,-0.763,47.83,1,1
126,2510,0,-1,61.0927,1,1
126,2511,1,-0.201,52.63,1,1
126,2512,1,0.434,53.99,1,1
126,2513,0,-0.355,48.86,1,1
126,2514,0,-0.398,59.23,1,1
126,2515,1,-0.681,57.46,1,1
126,2516,1,0.881,61.0927,1,1
126,2517,1,-0.419,61.0927,1,1
126,2518,0,-0.467,61.0927,1,1
126,2519,1,-0.15,61.0927,1,1
126,2520,1,-0.955,61.0927,1,1
126,2521,1,-0.4,58.12,1,1
127,2720,0,1.187,61.1118,1,1
127,2721,1,0.511,64.1,1,1
127,2722,1,1.187,61.1118,1,1
127,2723,1,0.791,61.1118,1,1
127,2724,0,-0.094,61.1118,1,1
127,2725,1,0.99,61.1118,1,1
127,2726,0,0.257,60.74,1,1
127,2727,0,1.339,61.1118,1,1
127,2728,0,0.441,70.4,1,1
127,2729,1,0.938,61.1118,1,1
127,2730,0,0.835,61.1118,1,1
127,2731,0,0.935,62.96,1,1
128,943,1,0.261,58.49,1,1
128,944,1,0.967,60.5942,1,1
128,945,0,0.568,70.55,1,1
128,946,1,0.982,60.5942,1,1
128,947,0,0.229,31.88,1,1
128,948,0,-0.618,60.5942,1,1
128,949,1,1.283,62.19,1,1
128,950,0,-0.591,60.5942,1,1
128,951,0,0.563,60.5942,1,1
128,952,0,0.692,55.44,1,1
128,953,0,-0.599,62.32,1,1
128,954,1,0.788,48.38,1,1
128,955,0,1.014,60.5942,1,1
128,956,1,-0.473,60.5942,1,1
128,957,1,0.259,60.5942,1,1
128,958,0,0.987,62.1,1,1
128,959,0,0.487,62.62,1,1
128,960,1,-0.398,60.5942,1,1
128,3478,1,0.197,49.5,1,1
129,6554,1,-0.208,52.54,0,1
129,6555,0,-1.007,42.36,0,1
129,6556,1,-0.598,63.76,0,1
129,6557,0,-0.794,41.13,0,1
129,6558,0,-0.414,63.55,0,1
129,6559,0,-1.103,52.83,0,1
129,6560,1,-0.923,44.29,0,1
129,6561,1,0.144,62.2,0,1
129,6562,1,-0.677,53.23,0,1
129,6563,1,-0.395,42.12,0,1
129,6564,1,-0.289,62.5464,0,1
129,6565,0,-0.347,66.8,0,1
129,6566,0,-0.582,42.99,0,1
129,6567,0,-0.217,52.58,0,1
129,6568,0,1.037,62.5464,0,1
129,6569,0,1.059,57.19,0,1
129,6570,1,-0.094,61.46,0,1
129,6571,0,-0.494,54.06,0,1
130,1166,1,0.864,60.6002,1,0
130,1167,1,-0.621,49.25,1,0
130,1168,1,0.388,45.81,1,0
130,1169,1,-0.232,63.57,1,0
130,1170,0,-0.718,60.6002,1,0
130,1171,1,1.134,60.6002,1,0
130,1172,1,-0.272,49.59,1,0
130,1173,1,-0.372,51.1,1,0
130,1174,1,-0.114,40.22,1,0
130,1175,0,-0.334,53.46,1,0
130,1176,1,-1.202,56.94,1,0
130,1177,0,0.423,41.39,1,0
130,1178,1,-0.883,60.6002,1,0
130,1179,0,-0.771,70.09,1,0
130,1180,1,0.282,62.34,1,0
130,1181,1,-0.466,62.89,1,0
131,4943,0,0.292,56.02,1,0
131,4944,0,0.563,67.56,1,0
131,4945,1,-0.292,55.14,1,0
131,4946,0,0.262,42.32,1,0
131,4947,0,0.11,62.3671,1,0
131,4948,0,-0.508,49.76,1,0
131,4949,0,-0.723,65.04,1,0
131,4950,0,-0.456,41.74,1,0
131,4951,0,-0.775,66.73,1,0
131,4952,1,-0.97,50.2,1,0
131,4953,0,0.635,53.02,1,0
131,4954,1,-0.792,62.3671,1,0
131,4955,1,0.255,62.3671,1,0
131,4956,0,0.011,61.16,1,0
131,4957,0,-0.771,50.09,1,0
131,4958,0,0.501,53.52,1,0
132,1037,1,0.271,65.44,1,1
132,1038,1,-0.775,34.08,1,1
132,1039,0,0.018,60.5981,1,1
132,1040,0,-0.953,39.3,1,1
132,1041,1,-0.715,49.38,1,1
132,1042,0,-0.246,60.5981,1,1
132,1043,1,-0.718,48.79,1,1
132,1044,0,-0.343,60.5981,1,1
132,1045,1,-0.794,47.16,1,1
132,1046,1,-0.708,41.16,1,1
132,1047,0,-1.47,52.31,1,1
132,1048,1,1.361,58.08,1,1
132,1049,1,-0.496,61.84,1,1
132,1050,1,1.132,60.5981,1,1
133,3530,0,1.475,73.29,1,1
133,3603,1,0.71,61.8779,1,1
133,5541,0,1.608,55.09,1,1
133,5542,0,0.992,62.3845,1,1
133,5543,0,0.526,62.3845,1,1
133,5544,0,0.878,62.3845,1,1
133,5545,0,1.028,62.3845,1,1
133,5546,0,0.28,62.3845,1,1
133,5547,0,0.935,62.3845,1,1
133,5548,1,0.607,62.3845,1,1
133,5549,0,1.533,62.3845,1,1
133,5550,0,0.949,67.84,1,1
133,5551,0,0.878,62.3845,1,1
133,5552,1,1.456,62.3845,1,1
133,5553,0,1.659,62.21,1,1
133,5554,0,1.031,68.13,1,1
133,5555,0,0.997,71.82,1,1
134,5944,1,1.328,63.04,1,0
134,5945,0,-0.371,53.24,1,0
134,5946,0,0.57,62.508,1,0
134,5947,0,0.982,73.15,1,0
134,5948,0,0.073,48.63,1,0
134,5949,1,0.538,56.59,1,0
134,5950,1,0.322,67.8,1,0
134,5951,1,0.346,62.19,1,0
134,5952,1,-0.023,44.11,1,0
134,5953,1,-1.479,38.73,1,0
134,5954,0,0.769,71.8,1,0
134,5955,1,-0.724,49.58,1,0
134,5956,1,0.612,56.14,1,0
134,5957,1,-0.486,59.32,1,0
134,5958,1,1.136,62.508,1,0
134,5959,1,-0.169,56.54,1,0
134,5960,1,0.102,61.04,1,0
135,2187,1,-0.945,37.4,1,0
135,2188,0,0.383,55.17,1,0
